Event,Date,Country,Rank,Name,Team,Lap1,Lap2,Lap3,Lap4,Lap5,Lap6,Lap7,Lap8,lap9,Time,Gap,Points
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,2,ISERBYT Eli,PAUWELS SAUZEN - BINGOAL,7:28,7:35,7:22,7:17,7:13,7:14,7:15,7:21,,58:56,,40
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,2,SWEECK Laurens,CRELAN-CORENDON,7:28,7:30,7:27,7:23,7:20,7:14,7:19,7:20,,59:13,+17,30
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,3,VANTHOURENHOUT Michael,PAUWELS SAUZEN - BINGOAL,7:28,7:36,7:22,7:23,7:21,7:14,7:19,7:31,,59:24,+28,25
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,4,WYSEURE Joran,CRELAN-CORENDON,7:32,7:37,7:19,7:21,7:24,7:20,7:20,7:26,,59:30,+34,22
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,5,VANDEPUTTE Niels,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,7:28,7:41,7:18,7:22,7:21,7:24,7:23,7:33,,59:40,+44,21
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,6,VAN DER HAAR Lars,BALOISE TREK LIONS,7:32,7:33,7:21,7:23,7:24,7:24,7:30,7:32,,59:50,+54,20
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,7,RONHAAR Pim,BALOISE TREK LIONS,7:42,7:31,7:22,7:26,7:28,7:31,7:30,7:24,,1:00:07,+1:11,19
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,8,AERTS Toon,DESCHACHT- HENS-FSP,7:56,7:30,7:29,7:30,7:23,7:28,7:19,7:22,,1:00:11,+1:15,18
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,9,ORTS LLORET Felipe,RIDLEY RACING TEAM,7:36,7:42,7:23,7:28,7:52,7:24,7:17,7:23,,1:00:18,+1:22,17
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,10,KUHN Kevin,CHARLES LIÉGEOIS ROASTERY CX,7:31,7:37,7:28,7:40,7:30,7:33,7:28,7:27,,1:00:25,+1:29,16
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,11,KUYPERS Gerben,CHARLES LIÉGEOIS ROASTERY CX,7:58,7:31,7:34,7:24,7:22,7:25,7:27,7:34,,1:00:28,+1:32,15
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,12,NYS Thibau,BALOISE TREK LIONS,7:34,7:34,7:27,7:29,7:27,7:29,7:30,7:38,,1:00:48,+1:52,14
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,13,KAMP Ryan,,7:42,7:36,7:30,7:32,7:27,7:32,7:34,7:33,,1:00:37,+1:41,13
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,14,ADAMS Jens,,7:43,7:39,7:30,7:33,7:29,7:30,7:36,7:29,,1:00:40,+1:44,12
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,15,BOROŠ Michael,ELKOV - KASPER,7:47,7:36,7:31,7:31,7:30,7:29,7:36,7:31,,1:00:42,+1:46,11
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,16,MICHELS Jente,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,7:50,7:34,7:29,7:29,7:24,7:31,7:43,7:31,,1:00:44,+1:48,10
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,17,HENDRIKX Mees,HEIZOMAT RADTEAM P/B HERRMANN,7:39,7:39,7:32,7:33,7:32,7:32,7:40,7:42,,1:00:59,+2:03,9
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,18,VANDEBOSCH Toon,CRELAN-CORENDON,7:42,7:36,7:29,7:37,7:38,7:38,7:38,7:45,,1:01:14,+2:18,8
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,19,VAN KESSEL Corne,DESCHACHT- HENS-FSP,7:29,7:42,7:25,7:35,7:34,7:49,7:48,7:58,,1:01:32,+2:36,7
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,20,VAN DE PUTTE Victor,DESCHACHT- HENS-FSP,7:49,7:38,7:38,7:42,7:39,7:42,7:44,7:36,,1:01:38,+2:42,6
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,21,CORSUS Yordi,PAUWELS SAUZEN - BINGOAL,8:05,7:33,7:45,7:53,7:33,7:35,7:32,7:35,,1:01:43,+2:47,5
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,22,SUAREZ FERNANDEZ Kevin,NESTA - MMR CYCLING TEAM,7:45,7:37,7:41,7:44,7:34,8:04,7:40,7:34,,1:01:50,+2:54,4
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,23,MEIN Thomas,HOPE FACTORY RACING,7:46,7:33,7:41,7:34,7:43,7:40,7:56,8:01,,1:02:06,+3:10,3
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,24,HAVERDINGS David,BALOISE TREK LIONS,8:23,7:39,7:38,7:39,7:34,7:44,7:43,7:40,,1:02:12,+3:16,2
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,25,MASON Cameron,CYCLOCROSS REDS,7:45,7:36,7:47,7:41,7:41,7:44,8:07,7:50,,1:02:22,+3:26,1
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,26,VAN DEN EIJNDEN Guus,CYCLOCROSS REDS,7:58,7:36,7:41,8:01,7:37,7:44,7:48,7:51,,1:02:29,+3:33,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,27,VAN LIEROP Danny,,7:59,7:59,7:46,7:44,7:43,7:42,7:47,7:49,,1:02:42,+3:46,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,28,MEISEN Marcel,,8:12,7:54,7:52,7:47,7:38,7:44,7:48,7:51,,1:02:58,+4:02,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,29,FIALA Matyáš,ATT INVESTMENTS,8:25,7:46,7:47,7:42,7:51,7:48,7:57,8:01,,1:03:29,+4:33,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,30,VIEZZI Stefano,,8:28,7:51,7:56,7:55,7:53,7:52,7:53,7:46,,1:03:47,+4:51,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,31,MEEUSSEN Witse,CRELAN-CORENDON,9:16,7:45,7:51,7:54,7:47,7:53,7:47,7:36,,1:04:01,+5:05,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,32,CEOLIN Federico,,8:04,7:49,7:54,7:51,7:52,7:50,8:21,8:16,,1:04:10,+5:14,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,33,BOMMENEL Nathan,AS BIKE RACING,8:06,7:47,7:55,7:51,8:20,7:58,8:12,7:53,,1:04:14,+5:18,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,34,SOLEN Keije,CHARLES LIÉGEOIS ROASTERY CX,8:24,8:16,7:57,7:57,7:52,7:52,7:55,7:50,,1:04:15,+5:19,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,35,DEGENKOLB Hannes,HEIZOMAT RADTEAM P/B HERRMANN,8:05,7:53,7:54,7:50,8:11,8:07,8:07,8:08,,1:04:27,+5:31,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,36,JUNQUERA SAN MILLAN Mario,UNICAJA - GIJON,8:24,7:49,8:00,7:51,7:58,8:19,8:01,8:01,,1:04:37,+5:41,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,37,SOMMER Lars,HEIZOMAT RADTEAM P/B HERRMANN,8:02,7:57,7:54,8:00,8:07,8:12,8:08,8:13,,1:04:44,+5:48,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,38,KUSCHLA Silas,,8:30,8:04,8:07,8:13,8:08,8:08,8:09,8:05,,1:05:37,+6:41,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,39,FOLCARELLI Antonio,,8:27,8:05,8:07,8:06,8:01,8:10,8:11,8:35,,1:05:56,+7:00,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,40,OERTZEN Max Heiner,PETER PANE NAGEL CX TEAM,8:46,8:27,7:59,8:03,8:03,8:04,8:17,8:29,,1:06:20,+7:24,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,41,MARASCO Lorenzo,SEBMOTOBIKES CX TEAM,8:31,8:03,8:28,8:16,8:13,8:09,8:06,8:36,,1:06:34,+7:38,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,42,BARD Nicolas,,8:29,8:02,8:15,8:15,8:13,8:20,8:21,8:32,,1:06:40,+7:44,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,43,HARTER Luca,PETER PANE NAGEL CX TEAM,8:32,8:06,8:02,8:26,8:24,8:24,8:24,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,44,BERTOLINI Gioele,FAS AIRPORT SERVICES - GUERCIOTTI,8:40,8:06,8:06,8:17,8:16,8:23,,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,45,HERRMANN Lukas,HEIZOMAT RADTEAM P/B HERRMANN,8:33,8:03,8:10,9:34,8:25,,,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,46,VARI Simone,,8:43,8:19,8:26,8:35,8:36,,,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,47,BEHRENS Eike,,8:25,8:32,8:32,8:53,,,,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,48,KING Carden,,8:55,8:31,8:27,8:42,,,,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,49,OBERTEICHER Matteo,PETER PANE NAGEL CX TEAM,8:49,8:27,8:38,8:44,,,,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,50,REINOSO SANCHEZ Emilio,UNICAJA - GIJON,8:46,8:41,8:36,8:52,,,,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,51,GUERIN Morgan,,8:56,8:58,8:55,,,,,,,,,0
UCI Cyclo-Cross World Cup #1 - Antwerp,24 November 2024,BEL,DNF,BARNES Toby,,8:53,8:07,8:07,8:10,,,,,,,,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,1,VANTHOURENHOUT Michael,PAUWELS SAUZEN - BINGOAL,7:10,7:03,7:07,7:22,7:03,7:11,7:11,7:07,,57:26,,40
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,2,AERTS Toon,DESCHACHT- HENS-FSP,7:14,7:06,7:01,7:21,7:06,7:06,7:12,7:08,,57:27,+1,30
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,3,ORTS LLORET Felipe,RIDLEY RACING TEAM,7:10,7:06,7:04,7:24,7:06,7:10,7:10,7:06,,57:27,+1,25
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,4,ISERBYT Eli,PAUWELS SAUZEN - BINGOAL,7:11,7:09,7:00,7:22,7:05,7:12,7:07,7:10,,57:28,+2,22
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,5,WYSEURE Joran,CRELAN-CORENDON,7:11,7:02,7:06,7:24,7:02,7:12,7:10,7:16,,57:35,+9,21
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,6,RONHAAR Pim,BALOISE TREK LIONS,7:10,7:03,7:06,7:22,7:03,7:10,7:13,7:18,,57:38,+12,20
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,7,VAN DER HAAR Lars,BALOISE TREK LIONS,7:13,7:08,7:11,7:16,7:12,7:13,7:02,7:15,,57:42,+16,19
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,8,KUHN Kevin,CHARLES LIÉGEOIS ROASTERY CX,7:18,7:06,7:05,7:20,7:12,7:08,7:14,7:32,,58:06,+40,18
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,9,SWEECK Laurens,CRELAN-CORENDON,7:17,7:08,7:04,7:17,7:08,7:10,7:14,7:41,,58:15,+49,17
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,10,KUYPERS Gerben,CHARLES LIÉGEOIS ROASTERY CX,7:11,7:12,7:06,7:19,7:12,7:13,7:21,7:37,,58:24,+58,16
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,11,VAN DE PUTTE Victor,DESCHACHT- HENS-FSP,7:10,7:13,7:12,7:13,7:13,7:16,7:24,7:30,,58:25,+59,15
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,12,HENDRIKX Mees,HEIZOMAT RADTEAM P/B HERRMANN,7:17,7:10,7:15,7:16,7:19,7:24,7:25,7:34,,58:51,+1:25,14
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,13,VENTURINI Clement,ARKEA-B&B HOTELS,7:23,7:03,7:14,7:17,7:18,7:28,7:30,7:32,,58:58,+1:32,13
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,14,ADAMS Jens,,7:27,7:09,7:22,7:24,7:25,7:21,7:25,7:22,,59:05,+1:39,12
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,15,MASON Cameron,CYCLOCROSS REDS,7:31,7:21,7:10,7:21,7:12,7:24,7:31,7:25,,59:08,+1:42,11
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,16,MENUT David,AS BIKE RACING,7:30,7:06,7:14,7:24,7:32,7:24,7:30,7:23,,59:16,+1:50,10
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,17,STROHMEYER Andrew,CXD TREK BIKES,7:20,7:12,7:30,7:21,7:29,7:24,7:24,7:29,,59:23,+1:57,9
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,18,SOETE Daan,RIDLEY RACING TEAM,7:20,7:14,7:22,7:27,7:28,7:29,7:38,7:45,,59:57,+2:31,8
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,19,SUAREZ FERNANDEZ Kevin,NESTA - MMR CYCLING TEAM,7:32,7:21,7:20,7:27,7:39,7:33,7:26,7:31,,1:00:03,+2:37,7
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,20,ANANIE Ugo,,7:15,7:18,7:25,7:30,7:36,7:38,7:38,7:51,,1:00:22,+2:58,6
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,21,BOROŠ Michael,ELKOV - KASPER,8:05,7:19,7:19,7:28,7:23,7:33,7:40,8:04,,1:01:04,+3:38,5
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,22,GABRIEL Timothé,,7:23,7:30,7:28,7:49,7:24,7:42,7:56,7:48,,1:01:14,+3:48,4
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,23,MOTTIEZ Gilles,,7:30,7:22,7:26,7:38,7:41,7:40,7:56,7:56,,1:01:23,+3:57,3
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,24,VAN KESSEL Corne,DESCHACHT- HENS-FSP,7:19,7:34,7:37,7:32,7:41,7:54,7:55,7:41,,1:01:27,+4:01,2
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,25,WHITE Curtis,,7:36,7:32,7:38,7:46,7:40,7:49,7:41,7:31,,1:01:28,+4:02,1
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,26,REMONDET Valentin,ARDENNES CROSS TEAM GECIBAT,7:26,7:26,7:40,7:38,7:37,7:48,7:58,7:42,,1:01:28,+4:02,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,27,HERRMANN Lukas,HEIZOMAT RADTEAM P/B HERRMANN,7:39,7:48,7:59,7:59,8:02,7:53,8:01,7:55,,1:03:30,+6:04,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,28,JUNQUERA SAN MILLAN Mario,UNICAJA - GIJON,7:37,7:36,7:55,7:58,8:01,8:00,8:04,8:16,,1:03:41,+6:15,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,29,HARTER Luca,PETER PANE NAGEL CX TEAM,7:36,7:42,8:00,7:59,8:10,8:02,7:56,8:07,,1:03:45,+6:19,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,30,MOORE Darnell,,7:36,7:50,7:57,8:16,8:14,8:15,8:13,8:31,,1:05:06,+7:40,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,31,FREDERICK Ben,,7:39,7:48,7:56,8:18,8:17,8:24,8:22,9:16,,1:06:13,+8:47,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,32,JUNGE Frederick,,7:55,8:13,8:39,8:27,41:22,+5:52,,,,,,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,33,BARRY Richard,,8:13,8:23,8:30,8:26,41:37,+6:07,,,,,,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,34,O REGAN Timothy,,8:15,8:22,8:31,8:26,41:51,+6:21,,,,,,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,35,O REILLY Paul,,8:07,8:28,9:03,34:43,+6:18,,,,,,,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,36,O FLYNN Ronan,,8:20,8:47,9:11,34:50,+6:25,,,,,,,0
UCI Cyclo-Cross World Cup #2 - Dublin,1 December 2024,IRL,DNF,NYS Thibau,BALOISE TREK LIONS,8:47,7:10,7:22,,,,,,,,,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,1,VANTHOURENHOUT Michael,PAUWELS SAUZEN - BINGOAL,6:49,7:01,6:59,7:05,7:05,7:06,7:05,7:12,6:56,1:03:23,,40
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,2,AERTS Toon,DESCHACHT- HENS-FSP,6:33,7:20,7:11,7:01,7:01,7:07,7:03,7:06,7:07,1:03:34,+11,30
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,3,VERSTRYNGE Emiel,CRELAN-CORENDON,6:39,7:05,7:06,7:05,7:05,7:00,7:11,7:12,7:26,1:03:53,+30,25
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,4,RONHAAR Pim,BALOISE TREK LIONS,6:54,7:05,7:17,7:03,6:56,7:06,7:10,7:13,7:20,1:04:08,+45,22
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,5,DEL GROSSO Tibor,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,6:48,7:07,7:15,7:07,7:13,7:16,7:18,7:12,7:00,1:04:21,+58,21
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,6,SWEECK Laurens,CRELAN-CORENDON,6:36,7:11,7:18,7:11,7:07,7:24,7:20,7:17,6:55,1:04:22,+59,20
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,7,KUHN Kevin,CHARLES LIÉGEOIS ROASTERY CX,6:33,7:07,7:24,7:15,7:15,7:10,7:11,7:16,7:11,1:04:28,+1:05,19
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,8,MICHELS Jente,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,7:06,7:08,7:04,7:06,7:10,7:11,7:15,7:14,7:14,1:04:31,+1:08,18
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,9,WYSEURE Joran,CRELAN-CORENDON,6:46,7:12,7:15,7:05,7:15,7:14,7:19,7:15,7:19,1:04:43,+1:20,17
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,10,VAN DER HAAR Lars,BALOISE TREK LIONS,7:01,7:14,7:13,7:07,7:09,7:15,7:22,7:18,7:17,1:05:02,+1:39,16
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,11,NYS Thibau,BALOISE TREK LIONS,6:41,7:36,7:12,7:06,7:09,7:18,7:21,7:18,7:34,1:05:19,+1:56,15
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,12,VANDEBOSCH Toon,CRELAN-CORENDON,6:59,7:12,7:15,7:13,7:12,7:22,7:11,7:24,7:31,1:05:24,+2:01,14
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,13,MEIN Thomas,HOPE FACTORY RACING,6:53,7:22,7:17,7:09,7:24,7:24,7:31,7:20,7:27,1:05:50,+2:27,13
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,14,ORTS LLORET Felipe,RIDLEY RACING TEAM,6:45,7:25,7:42,7:20,7:28,7:15,7:20,7:22,7:21,1:06:01,+2:38,12
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,15,VAN DE PUTTE Victor,DESCHACHT- HENS-FSP,6:40,7:15,7:28,7:21,7:21,7:23,7:27,7:36,7:49,1:06:24,+3:01,11
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,16,KAMP Ryan,,6:54,7:14,7:25,7:21,7:20,7:24,7:38,7:32,7:45,1:06:36,+3:13,10
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,17,BOMMENEL Nathan,AS BIKE RACING,7:07,7:17,7:32,7:28,7:30,7:31,7:26,7:18,7:29,1:06:41,+3:18,9
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,18,BERTOLINI Gioele,FAS AIRPORT SERVICES - GUERCIOTTI,7:11,7:19,7:19,7:21,7:35,7:40,7:26,7:28,7:23,1:06:46,+3:23,8
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,19,DOCKX Aaron,CRELAN-CORENDON,7:11,7:09,7:39,7:19,7:31,7:35,7:20,7:37,7:32,1:06:57,+3:34,7
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,20,ROUILLER Loris,HEIZOMAT RADTEAM P/B HERRMANN,6:53,7:14,7:25,7:29,7:34,7:32,7:31,7:41,7:44,1:07:07,+3:44,6
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,21,HENDRIKX Mees,HEIZOMAT RADTEAM P/B HERRMANN,6:46,7:20,7:27,7:36,7:38,7:44,7:45,7:26,7:26,1:07:13,+3:50,5
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,22,VAN LIEROP Danny,,7:17,7:14,7:25,7:27,7:27,7:30,7:53,7:25,7:37,1:07:19,+3:56,4
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,23,ACKERT Ian,TREK FUTURE RACING,6:52,7:25,7:31,7:31,7:36,7:35,7:38,7:40,7:41,1:07:33,+4:10,3
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,24,REMONDET Valentin,ARDENNES CROSS TEAM GECIBAT,7:14,7:16,7:32,7:31,7:40,7:40,7:51,7:40,7:37,1:08:04,+4:41,2
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,25,SOETE Daan,RIDLEY RACING TEAM,7:27,7:23,7:24,7:45,7:28,7:29,7:55,7:37,7:38,1:08:11,+4:48,1
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,26,MEISEN Marcel,,7:27,7:32,7:24,7:32,7:31,7:44,7:52,7:46,7:31,1:08:23,+5:00,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,27,AGOSTINACCHIO Filippo,FAS AIRPORT SERVICES - GUERCIOTTI,7:19,7:21,7:41,7:40,7:34,7:33,7:43,7:51,7:45,1:08:31,+5:08,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,28,SOLEN Keije,CHARLES LIÉGEOIS ROASTERY CX,7:34,7:33,7:35,7:36,7:36,7:43,7:48,7:46,7:40,1:08:55,+5:32,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,29,MOTTIEZ Gilles,,7:21,7:29,7:32,7:33,7:42,7:49,7:51,7:53,8:00,1:09:12,+5:49,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,30,SOMMER Lars,HEIZOMAT RADTEAM P/B HERRMANN,7:13,7:31,7:37,7:44,7:52,7:45,7:50,7:49,7:53,1:09:17,+5:54,0
