Event,Date,Country,Rank,Name,Team,Lap1,Lap2,Lap3,Lap4,Lap5,Lap6,Lap7,Lap8,lap9,Time,Gap,Points
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,31,MARASCO Lorenzo,SEBMOTOBIKES CX TEAM,7:15,7:46,7:42,7:41,7:57,7:41,7:50,7:42,7:46,1:09:23,+6:00,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,32,VAN KESSEL Corne,DESCHACHT- HENS-FSP,7:14,7:06,7:12,7:24,7:34,7:31,8:12,8:25,8:44,1:09:27,+6:04,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,33,DEGENKOLB Hannes,HEIZOMAT RADTEAM P/B HERRMANN,7:03,7:58,7:52,7:46,7:44,7:42,7:47,8:02,8:08,1:10:05,+6:42,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,34,KERL Maximilian,,7:46,7:44,7:47,7:45,7:53,7:54,7:46,7:44,7:45,1:10:10,+6:47,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,35,BARD Nicolas,,7:17,8:00,8:02,7:49,7:52,7:51,7:46,7:45,7:45,1:10:11,+6:48,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,36,VAS Barnabás,,7:28,7:34,7:46,7:32,7:52,7:58,7:59,7:58,8:01,1:10:11,+6:48,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,37,JUNQUERA SAN MILLAN Mario,UNICAJA - GIJON,7:12,7:45,7:46,7:44,7:49,7:52,8:04,8:06,8:09,1:10:31,+7:08,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,38,SCAPPINI Samuele,BELTRAMI TSA TRE COLLI,7:29,7:32,7:40,7:51,7:49,7:58,7:53,8:11,8:18,1:10:44,+7:21,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,39,TAKÁCS Zsombor,,7:24,7:49,7:47,7:42,7:52,8:24,,,,54:34,+5:37,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,40,JOCHEMS Jelte,,7:28,7:40,7:50,7:56,8:04,7:51,,,,54:36,+5:39,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,41,BEHRENS Eike,,7:19,7:31,8:15,8:29,8:04,,,,,47:43,+5:57,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,42,KUSCHLA Silas,,7:50,7:54,7:52,8:10,8:13,,,,,47:43,+5:57,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,43,CEOLIN Federico,,7:14,7:53,8:05,8:09,8:35,,,,,48:03,+6:17,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,44,MAILLEFER Simon,,7:50,7:50,8:11,8:13,8:10,,,,,48:17,+6:31,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,45,KÖPSEL Jonas,PETER PANE NAGEL CX TEAM,7:51,7:54,8:13,8:12,8:14,,,,,48:26,+6:40,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,46,GAMBORG Jonas Posselt,,7:55,7:55,8:01,8:00,8:08,,,,,48:49,+7:03,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,47,GUÉRIN Morgan,,7:35,8:05,8:11,8:23,,,,,,40:18,+5:33,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,48,SARGENT Liam,,7:55,8:11,8:10,8:23,,,,,,40:35,+5:50,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,49,HARTER Luca,PETER PANE NAGEL CX TEAM,8:54,8:08,8:02,8:09,,,,,,40:54,+6:09,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,50,OBERTEICHER Matteo,PETER PANE NAGEL CX TEAM,7:55,8:25,8:23,8:21,,,,,,40:55,+6:10,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,51,ANDERSEN Nicolai,,8:01,8:04,8:22,8:35,,,,,,41:05,+6:20,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,52,RUSSELL Evan,HUSTLE PRO CYCLING,7:52,8:21,8:28,8:31,,,,,,41:11,+6:26,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,53,KING Carden,,7:58,8:33,8:16,8:29,,,,,,41:14,+6:29,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,54,CONOD Nicolas,,8:02,8:13,8:19,8:33,,,,,,41:19,+6:34,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,55,FREDERICK Ben,,7:49,8:41,8:27,8:20,,,,,,43:12,+8:27,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,56,GREIJUS Paul,MOTALA AIF SERNEKE ALLEBIKE,8:07,8:36,8:32,,,,,,,33:26,+5:47,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,57,GAFNER Thierry,,8:14,8:32,8:42,,,,,,,33:51,+6:12,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,58,PARENTI Nicola,,8:35,8:36,8:54,,,,,,,34:25,+6:46,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,59,MERINO Fabian,,8:19,8:48,8:53,,,,,,,34:31,+6:52,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,60,REINOSO SANCHEZ Emilio,UNICAJA - GIJON,8:15,9:01,8:46,,,,,,,34:56,+7:17,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,61,CECCHI Filippo,,7:56,9:39,,,,,,,,26:21,+5:47,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,62,MORARD Dimitri,,8:35,9:10,,,,,,,,26:27,+5:53,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,63,BRUYNSEELS Dries,BRUVO DUKLA BRATISLAVA,8:34,9:12,,,,,,,,26:45,+6:11,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,64,STARK Filip,,8:48,9:23,,,,,,,,27:02,+6:28,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,65,KAJI Tetsuki,OLANDA BASE/WATERSLEY,8:39,9:14,,,,,,,,27:02,+6:28,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,66,TURNER Jacob,,7:50,10:13,,,,,,,,27:34,+7:00,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,DNF,KUYPERS Gerben,CHARLES LIÉGEOIS ROASTERY CX,6:34,7:11,7:07,7:08,7:12,7:23,7:27,,,52:12,,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,DNF,BOROŠ Michael,ELKOV - KASPER,7:06,7:15,7:55,7:44,,,,,,31:51,,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,DNF,MEEUSSEN Witse,CRELAN-CORENDON,6:48,7:08,7:10,,,,,,,23:10,,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,DNF,ISERBYT Eli,PAUWELS SAUZEN - BINGOAL,6:43,8:26,,,,,,,,16:55,,0
UCI Cyclo-Cross World Cup #4 - Namur,15 December 2024,BEL,DNS,HAVERDINGS David,BALOISE TREK LIONS,,,,,,,,,,,,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,1,VANDEPUTTE Niels,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,7:52,8:00,8:07,8:23,8:30,8:18,8:30,,,57:55,,40
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,2,ORTS LLORET Felipe,RIDLEY RACING TEAM,8:04,8:11,8:14,8:16,8:20,8:19,8:27,,,58:04,+9,30
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,3,RONHAAR Pim,BALOISE TREK LIONS,8:03,8:18,8:21,8:18,8:15,8:20,8:25,,,58:15,+20,25
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,4,ISERBYT Eli,PAUWELS SAUZEN - BINGOAL,7:58,8:17,8:14,8:18,8:21,8:27,8:42,,,58:31,+36,22
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,5,MASON Cameron,CYCLOCROSS REDS,8:43,8:16,8:11,8:17,8:17,8:20,8:35,,,58:53,+58,20
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,6,VERSTRYNGE Emiel,CRELAN-CORENDON,8:06,8:15,8:13,8:26,8:25,8:42,8:47,,,59:08,+1:13,19
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,7,VANTHOURENHOUT Michael,PAUWELS SAUZEN - BINGOAL,7:56,8:19,8:18,8:55,8:36,8:37,8:30,,,59:25,+1:30,18
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,8,AERTS Toon,DESCHACHT- HENS-FSP,8:24,8:17,8:19,8:30,8:34,8:36,8:37,,,59:31,+1:36,17
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,9,VAN DER HAAR Lars,BALOISE TREK LIONS,7:56,8:25,8:30,8:29,8:41,8:39,8:42,,,59:36,+1:41,16
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,10,MENUT David,AS BIKE RACING,8:37,8:19,8:13,8:27,8:30,8:37,8:48,,,59:44,+1:49,15
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,11,HENDRIKX Mees,HEIZOMAT RADTEAM P/B HERRMANN,8:20,8:15,8:18,8:26,8:38,8:46,8:53,,,59:50,+1:55,14
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,12,VAN KESSEL Corne,DESCHACHT- HENS-FSP,8:41,8:14,8:22,8:36,8:38,8:37,8:36,,,59:59,+2:04,13
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,13,ADAMS Jens,,8:28,8:32,8:18,8:39,8:37,8:38,8:36,,,1:00:02,+2:07,12
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,14,ROUILLER Loris,HEIZOMAT RADTEAM P/B HERRMANN,8:23,8:22,8:18,8:36,8:42,8:55,8:49,,,1:00:20,+2:25,11
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,15,SWEECK Laurens,CRELAN-CORENDON,8:13,8:33,8:15,8:30,8:59,8:49,9:03,,,1:00:36,+2:41,10
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,16,NYS Thibau,BALOISE TREK LIONS,8:05,8:16,8:28,8:38,8:54,8:56,9:32,,,1:01:04,+3:09,9
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,17,KAMP Ryan,,8:47,8:30,8:26,8:43,8:53,8:41,8:50,,,1:01:05,+3:10,8
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,18,VANDEBOSCH Toon,CRELAN-CORENDON,8:52,8:31,8:36,8:33,8:45,8:41,8:57,,,1:01:09,+3:14,7
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,19,STROHMEYER Andrew,CXD TREK BIKES,8:31,8:32,8:34,8:39,9:02,8:44,8:55,,,1:01:10,+3:15,6
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,20,SUAREZ FERNANDEZ Kevin,NESTA - MMR CYCLING TEAM,8:33,8:40,8:30,8:43,8:56,8:49,8:54,,,1:01:19,+3:24,5
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,21,BOROŠ Michael,ELKOV - KASPER,8:45,8:33,8:45,8:34,8:48,8:53,8:58,,,1:01:30,+3:35,4
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,22,BERTOLINI Gioele,FAS AIRPORT SERVICES - GUERCIOTTI,8:57,8:30,8:34,8:40,8:51,8:51,9:00,,,1:01:37,+3:42,3
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,23,WYSEURE Joran,CRELAN-CORENDON,8:44,8:34,8:27,9:17,8:57,8:38,8:56,,,1:01:48,+3:53,2
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,24,KUHN Kevin,CHARLES LIÉGEOIS ROASTERY CX,8:28,8:19,8:20,8:24,10:35,8:42,8:52,,,1:01:55,+4:00,1
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,25,FUNSTON Scott,,8:55,8:33,8:49,8:57,8:53,8:51,8:49,,,1:02:01,+4:06,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,26,MOTTIEZ Gilles,,9:23,8:38,8:37,8:41,8:46,8:52,9:02,,,1:02:14,+4:19,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,27,SOMMER Lars,HEIZOMAT RADTEAM P/B HERRMANN,8:40,8:42,8:47,8:58,9:11,9:01,9:05,,,1:02:40,+4:45,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,28,PERIOU Tony,,9:03,8:34,8:47,8:52,9:02,9:04,9:20,,,1:02:57,+5:02,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,29,VENTURINI Clement,ARKEA-B&B HOTELS,8:42,8:38,9:04,8:55,9:13,9:07,9:17,,,1:03:11,+5:16,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,30,ANANIE Ugo,,8:42,8:40,9:03,8:54,9:08,9:25,9:14,,,1:03:22,+5:27,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,31,GILLES Cyprien,TEAM GUEVEL ROADBORN,8:54,8:39,8:55,9:10,8:59,9:09,9:26,,,1:03:27,+5:32,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,32,RECULEAU Nicolas,TEAM GUEVEL ROADBORN,9:26,8:51,8:49,8:56,9:11,9:12,9:02,,,1:03:42,+5:47,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,33,MARASCO Lorenzo,SEBMOTOBIKES CX TEAM,8:47,8:58,9:15,8:59,9:16,9:08,9:05,,,1:03:43,+5:48,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,34,KONWA Marek,,8:46,8:43,9:01,9:09,9:37,9:16,9:44,,,1:04:30,+6:35,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,35,HARTER Luca,PETER PANE NAGEL CX TEAM,9:30,8:52,9:01,9:12,9:16,9:19,9:34,,,1:05:00,+7:05,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,36,GABRIEL Timothé,,9:32,9:10,9:03,9:10,9:15,,,,,55:47,+6:41,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,37,JUNQUERA SAN MILLAN Mario,UNICAJA - GIJON,9:24,9:01,9:37,9:41,9:17,,,,,56:11,+7:05,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,38,KÖPSEL Jonas,PETER PANE NAGEL CX TEAM,9:32,9:01,8:57,9:05,10:12,,,,,56:16,+7:10,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,39,GAßNER Michael,,9:44,9:09,9:10,9:20,9:33,,,,,56:25,+7:19,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,40,SCOTT Cody,COMPETITIVE EDGE RACING,9:16,9:27,9:49,9:18,,,,,,47:00,+6:13,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,41,CALLIGARO Cristian,KTM ALCHEMIST POWERED BY BRENTA BRAKES,9:36,9:09,9:18,9:46,,,,,,47:20,+6:33,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,42,GROENEN Klaas,,9:24,9:20,9:30,9:36,,,,,,47:22,+6:35,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,42,GROENEN Klaas,,9:24,9:20,9:30,9:36,,,,,,47:22,+6:35,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,43,CASTILLE Noé,,9:42,9:13,9:18,9:39,,,,,,47:30,+6:43,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,44,HERRMANN Lukas,HEIZOMAT RADTEAM P/B HERRMANN,10:05,9:15,9:17,9:23,,,,,,47:31,+6:44,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,45,CEOLIN Federico,,9:22,9:38,9:15,9:34,,,,,,47:45,+6:58,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,46,DELNOIJE Remon,,9:56,9:16,9:33,9:40,,,,,,47:59,+7:12,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,47,VAN KEMPEN Jules,,9:52,9:32,9:37,,,,,,,38:42,+6:27,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,48,HAMM Florian,,10:02,9:46,9:35,,,,,,,38:47,+6:32,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,49,BRENNEMAN Owen,CXD TREK BIKES,9:46,9:35,9:52,,,,,,,38:55,+6:40,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,50,ANDERLE Florian,,9:49,9:29,9:46,,,,,,,39:08,+6:53,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,51,RUSSELL Evan,HUSTLE PRO CYCLING,9:56,9:50,9:39,,,,,,,39:23,+7:08,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,52,OBERTEICHER Matteo,PETER PANE NAGEL CX TEAM,9:52,10:08,10:03,,,,,,,39:55,+7:40,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,53,CECCHI Filippo,,10:20,9:58,10:05,,,,,,,40:29,+8:14,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,54,PARENTI Nicola,,10:15,9:56,10:08,,,,,,,40:32,+8:17,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,55,ROSENDAHL Karl-Erik,,9:43,10:02,10:23,,,,,,,40:32,+8:17,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,56,CONOD Nicolas,,10:15,10:07,9:59,,,,,,,40:36,+8:21,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,57,MERINO Fabian,,10:38,10:14,,,,,,,,31:14,+7:22,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,58,BRUYNSEELS Dries,BRUVO DUKLA BRATISLAVA,10:47,10:52,,,,,,,,32:52,+9:00,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,59,KAJI Tetsuki,OLANDA BASE/WATERSLEY,10:51,11:04,,,,,,,,33:00,+9:08,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,60,HEIGL Philipp,,12:30,,,,,,,,,22:05,+6:19,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,61,OKAYAMA Yuta,OLANDA BASE/WATERSLEY,11:42,,,,,,,,,23:44,+7:58,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,DNF,VAN DE PUTTE Victor,DESCHACHT- HENS-FSP,8:33,8:43,8:56,,,,,,,34:34,+3:04,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,DNF,MEIN Thomas,HOPE FACTORY RACING,8:44,8:29,8:46,,,,,,,30:43,+2:11,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,DNF,WIEDMANN Luke,THÖMUS MAXON,9:56,9:28,9:22,,,,,,,37:43,+6:13,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,DNF,BRUNNER Eric,COMPETITIVE EDGE RACING,8:41,8:40,,,,,,,,22:02,+1:44,0
UCI Cyclo-Cross World Cup #5 - Hulst,21 December 2024,NED,DNF,FREDERICK Ben,,9:50,,,,,,,,,18:22,+3:19,0
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,1,VAN DER POEL Mathieu,ALPECIN-DECEUNINCK,7:16,7:33,7:27,7:33,7:35,7:34,7:38,7:49,,1:00:39,0:00,40
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,2,NYS Thibau,BALOISE TREK LIONS,7:40,7:41,7:45,7:40,7:43,7:49,7:46,7:52,,1:02:09,+1:30,30
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,3,WYSEURE Joran,CRELAN-CORENDON,7:38,7:47,7:51,7:59,7:35,7:44,7:51,7:34,,1:02:12,+1:33,25
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,4,AERTS Toon,DESCHACHT- HENS-FSP,7:38,7:57,7:43,7:59,7:42,7:44,7:39,7:46,,1:02:20,+1:41,22
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,5,VAN DER HAAR Lars,BALOISE TREK LIONS,7:57,7:41,7:39,7:57,7:35,7:45,7:51,7:48,,1:02:26,+1:47,21
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,6,SWEECK Laurens,CRELAN-CORENDON,7:39,7:47,7:50,8:02,7:49,7:50,7:45,7:36,,1:02:31,+1:52,20
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,7,VANDEPUTTE Niels,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,7:47,7:51,7:43,7:55,7:48,7:48,7:49,7:42,,1:02:37,+1:58,19
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,8,ISERBYT Eli,PAUWELS SAUZEN - BINGOAL,7:37,7:51,7:48,7:58,7:41,7:40,7:57,8:16,,1:03:01,+2:22,18
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,9,ADAMS Jens,,7:47,7:50,7:39,7:58,7:51,7:50,7:58,8:01,,1:03:09,+2:30,17
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,10,VANTHOURENHOUT Michael,PAUWELS SAUZEN - BINGOAL,7:55,7:43,7:39,7:58,7:52,7:50,7:58,8:08,,1:03:16,+2:37,16
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,11,RONHAAR Pim,BALOISE TREK LIONS,7:37,7:45,7:55,7:59,7:51,8:17,8:01,7:48,,1:03:24,+2:45,15
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,12,HENDRIKX Mees,HEIZOMAT RADTEAM P/B HERRMANN,7:40,7:53,7:53,7:58,8:04,8:00,8:03,8:04,,1:03:47,+3:08,14
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,13,KAMP Ryan,,8:03,7:53,7:53,8:03,8:03,7:56,7:55,7:53,,1:03:52,+3:13,13
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,14,KUHN Kevin,CHARLES LIÉGEOIS ROASTERY CX,7:53,7:53,7:52,8:03,8:00,8:02,8:03,8:03,,1:04:02,+3:23,12
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,15,VAN DE PUTTE Victor,DESCHACHT- HENS-FSP,7:54,8:01,7:56,8:01,8:03,8:02,8:00,7:55,,1:04:05,+3:26,11
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,16,BOROŠ Michael,ELKOV - KASPER,7:56,8:00,7:54,8:03,8:03,7:56,8:03,8:12,,1:04:19,+3:40,0
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,17,MASON Cameron,CYCLOCROSS REDS,7:56,7:59,7:54,8:04,8:02,8:05,7:58,8:21,,1:04:31,+3:52,0
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,18,VAN KESSEL Corne,DESCHACHT- HENS-FSP,7:54,8:01,7:54,8:30,8:03,8:13,8:14,8:28,,1:05:31,+4:52,0
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,19,VERSTRYNGE Emiel,CRELAN-CORENDON,7:54,7:52,8:05,8:03,8:14,8:41,8:08,8:34,,1:05:42,+5:03,0
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,20,MENUT David,AS BIKE RACING,8:31,8:12,8:12,8:12,8:10,8:12,8:10,8:00,,1:05:53,+5:14,0
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,21,WIEDMANN Luke,THÖMUS MAXON,8:15,8:08,8:07,8:17,8:08,8:16,8:10,8:21,,1:05:57,+5:18,0
UCI Cyclo-Cross World Cup #6 - Zonhoven,22 December 2024,BEL,22,VANDEBOSCH Toon,CRELAN-CORENDON,8:02,8:06,8:12,8:14,8:20,8:17,8:15,8:25,,1:06:04,+5:25,0
